Trial,PredatorSpeed,FID,AD,RewardLevel,ShockLevel,subject
119,2,72,70,1,2,BV227_ses-v1
120,2,72,63,1,2,BV227_ses-v1
1,2,32.64,51,1,2,BV227_ses-v2
2,1,37,10,1,2,BV227_ses-v2
3,1,25,12,1,2,BV227_ses-v2
4,2,45.76,58,1,2,BV227_ses-v2
5,2,62,48,1,2,BV227_ses-v2
6,1,28,11,1,2,BV227_ses-v2
7,2,54.94,58,2,2,BV227_ses-v2
8,1,24,5,2,2,BV227_ses-v2
9,2,68,57,2,2,BV227_ses-v2
10,2,61,51,2,2,BV227_ses-v2
11,1,25,9,2,2,BV227_ses-v2
12,1,22,12,2,2,BV227_ses-v2
13,2,60,58,0,0,BV227_ses-v2
14,1,20,11,0,0,BV227_ses-v2
15,2,64,54,0,0,BV227_ses-v2
16,1,25,17,0,0,BV227_ses-v2
17,2,63,56,0,0,BV227_ses-v2
18,1,29,14,0,0,BV227_ses-v2
19,1,30,6,2,1,BV227_ses-v2
20,2,62,48,2,1,BV227_ses-v2
21,2,44.7,60,2,1,BV227_ses-v2
22,2,61,58,2,1,BV227_ses-v2
23,1,25,22,2,1,BV227_ses-v2
24,1,34,20,2,1,BV227_ses-v2
25,1,33,21,1,1,BV227_ses-v2
26,1,33,20,1,1,BV227_ses-v2
27,2,62,57,1,1,BV227_ses-v2
28,2,48.64,67,1,1,BV227_ses-v2
29,2,53.76,66,1,1,BV227_ses-v2
30,1,34,5,1,1,BV227_ses-v2
31,2,65,55,1,2,BV227_ses-v2
32,2,66,64,1,2,BV227_ses-v2
33,1,28,19,1,2,BV227_ses-v2
34,1,35,23,1,2,BV227_ses-v2
35,2,68,55,1,2,BV227_ses-v2
36,1,34,12,1,2,BV227_ses-v2
37,1,31,16,2,2,BV227_ses-v2
38,2,64,62,2,2,BV227_ses-v2
39,2,68,48,2,2,BV227_ses-v2
40,1,34,13,2,2,BV227_ses-v2
41,2,54.76,67,2,2,BV227_ses-v2
42,1,31,21,2,2,BV227_ses-v2
43,2,66,59,0,0,BV227_ses-v2
44,2,68,63,0,0,BV227_ses-v2
45,2,60.88,67,0,0,BV227_ses-v2
46,1,31,19,0,0,BV227_ses-v2
47,1,54,18,0,0,BV227_ses-v2
48,1,33,15,0,0,BV227_ses-v2
49,2,68,66,2,1,BV227_ses-v2
50,2,70,64,2,1,BV227_ses-v2
51,1,34,22,2,1,BV227_ses-v2
52,1,34,9,2,1,BV227_ses-v2
53,2,70,57,2,1,BV227_ses-v2
54,1,28,19,2,1,BV227_ses-v2
55,2,70,62,1,1,BV227_ses-v2
56,2,69,64,1,1,BV227_ses-v2
57,1,29,22,1,1,BV227_ses-v2
58,2,72,62,1,1,BV227_ses-v2
59,1,34,28,1,1,BV227_ses-v2
60,1,31,25,1,1,BV227_ses-v2
61,1,52,10,1,1,BV227_ses-v2
62,2,66,56,1,1,BV227_ses-v2
63,2,59,55,1,1,BV227_ses-v2
64,1,25,12,1,1,BV227_ses-v2
65,1,29,21,1,1,BV227_ses-v2
66,2,61,58,1,1,BV227_ses-v2
67,2,63,54,0,0,BV227_ses-v2
68,2,60,57,0,0,BV227_ses-v2
69,2,49.64,68,0,0,BV227_ses-v2
70,1,27,13,0,0,BV227_ses-v2
71,1,27,8,0,0,BV227_ses-v2
72,1,27,5,0,0,BV227_ses-v2
73,1,24,18,1,2,BV227_ses-v2
74,2,68,65,1,2,BV227_ses-v2
75,2,68,54,1,2,BV227_ses-v2
76,2,53.64,72,1,2,BV227_ses-v2
77,1,26,21,1,2,BV227_ses-v2
78,1,36,13,1,2,BV227_ses-v2
79,2,61.76,74,2,1,BV227_ses-v2
80,1,38,27,2,1,BV227_ses-v2
81,2,74,66,2,1,BV227_ses-v2
82,2,73,53,2,1,BV227_ses-v2
83,1,34,16,2,1,BV227_ses-v2
84,1,66,7,2,1,BV227_ses-v2
85,2,71,63,2,2,BV227_ses-v2
86,1,35,10,2,2,BV227_ses-v2
87,1,33,14,2,2,BV227_ses-v2
88,1,31,13,2,2,BV227_ses-v2
89,2,53.64,72,2,2,BV227_ses-v2
90,2,74,64,2,2,BV227_ses-v2
91,2,73,70,1,1,BV227_ses-v2
92,2,72,65,1,1,BV227_ses-v2
93,1,32,19,1,1,BV227_ses-v2
94,1,27,12,1,1,BV227_ses-v2
95,1,29,5,1,1,BV227_ses-v2
96,2,74,62,1,1,BV227_ses-v2
97,2,71,54,1,2,BV227_ses-v2
98,1,29,23,1,2,BV227_ses-v2
99,1,35,12,1,2,BV227_ses-v2
100,2,69,66,1,2,BV227_ses-v2
101,2,68,57,1,2,BV227_ses-v2
102,1,32,9,1,2,BV227_ses-v2
103,1,31,9,2,1,BV227_ses-v2
104,2,71,57,2,1,BV227_ses-v2
105,1,29,7,2,1,BV227_ses-v2
106,2,70,57,2,1,BV227_ses-v2
107,1,30,5,2,1,BV227_ses-v2
108,2,67,65,2,1,BV227_ses-v2
109,2,67.94,71,2,2,BV227_ses-v2
110,2,74,63,2,2,BV227_ses-v2
111,1,33,23,2,2,BV227_ses-v2
112,1,29,19,2,2,BV227_ses-v2
113,1,29,17,2,2,BV227_ses-v2
114,2,73,64,2,2,BV227_ses-v2
115,2,74,65,0,0,BV227_ses-v2
116,2,73,39,0,0,BV227_ses-v2
117,2,69,61,0,0,BV227_ses-v2
118,1,29,28,0,0,BV227_ses-v2
119,1,31,28,0,0,BV227_ses-v2
120,1,36,21,0,0,BV227_ses-v2
1,2,53.76,66,1,1,BV250_ses-v1
2,2,60,56,1,1,BV250_ses-v1
3,2,45.76,58,1,1,BV250_ses-v1
4,1,59,7,1,1,BV250_ses-v1
5,1,37,19,1,1,BV250_ses-v1
6,1,45,13,1,1,BV250_ses-v1
7,1,36,23,1,2,BV250_ses-v1
8,2,48.7,64,1,2,BV250_ses-v1
9,1,39,22,1,2,BV250_ses-v1
10,1,36,17,1,2,BV250_ses-v1
11,2,46.52,71,1,2,BV250_ses-v1
12,2,64,57,1,2,BV250_ses-v1
13,2,62,60,0,0,BV250_ses-v1
14,1,35,18,0,0,BV250_ses-v1
15,2,53.76,66,0,0,BV250_ses-v1
16,2,66,51,0,0,BV250_ses-v1
17,1,38,34,0,0,BV250_ses-v1
18,1,44,19,0,0,BV250_ses-v1
19,2,64,57,2,2,BV250_ses-v1
20,1,47,22,2,2,BV250_ses-v1
21,1,43,23,2,2,BV250_ses-v1
22,2,46.46,74,2,2,BV250_ses-v1
23,1,45,22,2,2,BV250_ses-v1
24,2,65,63,2,2,BV250_ses-v1
25,1,56,20,2,1,BV250_ses-v1
26,2,41.52,66,2,1,BV250_ses-v1
27,1,41,26,2,1,BV250_ses-v1
28,1,42,31,2,1,BV250_ses-v1
29,2,54.7,70,2,1,BV250_ses-v1
30,2,67,58,2,1,BV250_ses-v1
31,2,58.76,71,2,2,BV250_ses-v1
32,1,44,19,2,2,BV250_ses-v1
33,2,68,64,2,2,BV250_ses-v1
34,1,42,19,2,2,BV250_ses-v1
35,1,42,19,2,2,BV250_ses-v1
36,2,47.58,69,2,2,BV250_ses-v1
37,2,66,61,1,2,BV250_ses-v1
38,1,47,12,1,2,BV250_ses-v1
39,2,50.64,69,1,2,BV250_ses-v1
40,1,39,29,1,2,BV250_ses-v1
41,1,45,16,1,2,BV250_ses-v1
42,2,57.76,70,1,2,BV250_ses-v1
43,2,69,64,2,1,BV250_ses-v1
44,1,45,25,2,1,BV250_ses-v1
45,1,45,27,2,1,BV250_ses-v1
46,1,41,23,2,1,BV250_ses-v1
47,2,58.7,74,2,1,BV250_ses-v1
48,2,74,65,2,1,BV250_ses-v1
49,2,67,58,0,0,BV250_ses-v1
50,1,68,17,0,0,BV250_ses-v1
51,1,42,6,0,0,BV250_ses-v1
52,2,57.76,70,0,0,BV250_ses-v1
53,1,49,12,0,0,BV250_ses-v1
54,2,70,58,0,0,BV250_ses-v1
55,1,52,32,1,1,BV250_ses-v1
56,2,58.7,74,1,1,BV250_ses-v1
57,1,45,23,1,1,BV250_ses-v1
58,2,69,65,1,1,BV250_ses-v1
59,2,68,57,1,1,BV250_ses-v1
60,1,45,32,1,1,BV250_ses-v1
61,2,31.64,50,1,2,BV250_ses-v1
62,1,56,17,1,2,BV250_ses-v1
63,2,65,63,1,2,BV250_ses-v1
64,1,32,22,1,2,BV250_ses-v1
65,1,67,23,1,2,BV250_ses-v1
66,2,55.76,68,1,2,BV250_ses-v1
67,2,69,54,1,1,BV250_ses-v1
68,1,33,12,1,1,BV250_ses-v1
69,1,39,18,1,1,BV250_ses-v1
70,2,46.46,74,1,1,BV250_ses-v1
71,2,67,65,1,1,BV250_ses-v1
72,1,35,5,1,1,BV250_ses-v1
73,1,33,20,2,2,BV250_ses-v1
74,2,65,52,2,2,BV250_ses-v1
75,2,63,54,2,2,BV250_ses-v1
76,1,33,29,2,2,BV250_ses-v1
77,1,32,23,2,2,BV250_ses-v1
78,2,37.58,59,2,2,BV250_ses-v1
79,2,66,65,2,1,BV250_ses-v1
80,1,30,11,2,1,BV250_ses-v1
81,2,68,64,2,1,BV250_ses-v1
82,1,39,16,2,1,BV250_ses-v1
83,1,42,23,2,1,BV250_ses-v1
84,2,68,53,2,1,BV250_ses-v1
85,1,32,28,0,0,BV250_ses-v1
86,1,45,25,0,0,BV250_ses-v1
87,2,63,62,0,0,BV250_ses-v1
88,2,55.7,71,0,0,BV250_ses-v1
89,1,46,19,0,0,BV250_ses-v1
90,2,15.86,74,0,0,BV250_ses-v1
91,1,33,24,1,2,BV250_ses-v1
92,1,34,23,1,2,BV250_ses-v1
93,1,35,15,1,2,BV250_ses-v1
94,2,69,65,1,2,BV250_ses-v1
95,2,65,52,1,2,BV250_ses-v1
96,2,68,61,1,2,BV250_ses-v1
97,2,67,65,1,1,BV250_ses-v1
98,1,35,29,1,1,BV250_ses-v1
99,2,68,64,1,1,BV250_ses-v1
100,1,32,18,1,1,BV250_ses-v1
101,2,59.76,72,1,1,BV250_ses-v1
102,1,39,23,1,1,BV250_ses-v1
103,2,69,61,2,2,BV250_ses-v1
104,1,36,23,2,2,BV250_ses-v1
105,1,41,10,2,2,BV250_ses-v1
106,2,67,62,2,2,BV250_ses-v1
107,2,67,53,2,2,BV250_ses-v1
108,1,36,20,2,2,BV250_ses-v1
109,2,45,59,2,1,BV250_ses-v1
110,1,39,19,2,1,BV250_ses-v1
111,1,37,26,2,1,BV250_ses-v1
112,2,45,67,2,1,BV250_ses-v1
113,2,54.7,70,2,1,BV250_ses-v1
114,1,40,13,2,1,BV250_ses-v1
115,1,40,32,0,0,BV250_ses-v1
116,2,54.7,70,0,0,BV250_ses-v1
117,2,68,65,0,0,BV250_ses-v1
118,1,41,27,0,0,BV250_ses-v1
119,1,42,22,0,0,BV250_ses-v1
120,2,55.64,74,0,0,BV250_ses-v1
1,1,59,24,2,1,BV250_ses-v2
2,2,51.7,67,2,1,BV250_ses-v2
3,2,68,63,2,1,BV250_ses-v2
4,1,48,17,2,1,BV250_ses-v2
5,1,38,22,2,1,BV250_ses-v2
6,2,67,50,2,1,BV250_ses-v2
7,1,34,22,0,0,BV250_ses-v2
8,2,57.7,73,0,0,BV250_ses-v2
9,1,34,21,0,0,BV250_ses-v2
10,2,69,52,0,0,BV250_ses-v2
11,2,45,73,0,0,BV250_ses-v2
12,1,35,27,0,0,BV250_ses-v2
13,1,35,17,1,1,BV250_ses-v2
14,1,35,21,1,1,BV250_ses-v2
15,2,69,63,1,1,BV250_ses-v2
16,1,34,32,1,1,BV250_ses-v2
17,2,69,66,1,1,BV250_ses-v2
18,2,68,64,1,1,BV250_ses-v2
19,1,34,25,2,2,BV250_ses-v2
20,1,32,17,2,2,BV250_ses-v2
21,2,65,54,2,2,BV250_ses-v2
22,2,72,54,2,2,BV250_ses-v2
23,1,34,24,2,2,BV250_ses-v2
24,2,69,69,2,2,BV250_ses-v2
25,2,70,69,1,2,BV250_ses-v2
26,1,37,22,1,2,BV250_ses-v2
27,1,33,25,1,2,BV250_ses-v2
28,2,71,65,1,2,BV250_ses-v2
29,1,34,21,1,2,BV250_ses-v2
30,2,55.7,71,1,2,BV250_ses-v2
31,2,70,61,2,1,BV250_ses-v2
32,2,69,61,2,1,BV250_ses-v2
33,1,34,22,2,1,BV250_ses-v2
34,1,32,16,2,1,BV250_ses-v2
35,1,33,18,2,1,BV250_ses-v2
36,2,70,63,2,1,BV250_ses-v2
37,1,63,8,1,2,BV250_ses-v2
38,2,67,62,1,2,BV250_ses-v2
39,1,33,15,1,2,BV250_ses-v2
40,1,34,22,1,2,BV250_ses-v2
41,2,58.7,74,1,2,BV250_ses-v2
42,2,69,52,1,2,BV250_ses-v2
43,1,33,25,2,2,BV250_ses-v2
44,2,69,68,2,2,BV250_ses-v2
45,1,35,25,2,2,BV250_ses-v2
46,1,33,20,2,2,BV250_ses-v2
47,2,69,63,2,2,BV250_ses-v2
48,2,66.94,70,2,2,BV250_ses-v2
49,2,68,61,0,0,BV250_ses-v2
50,1,32,13,0,0,BV250_ses-v2
51,1,29,15,0,0,BV250_ses-v2
52,2,45,74,0,0,BV250_ses-v2
53,2,66.88,73,0,0,BV250_ses-v2
54,1,34,18,0,0,BV250_ses-v2
55,1,36,18,1,1,BV250_ses-v2
56,2,16.92,72,1,1,BV250_ses-v2
57,2,70,65,1,1,BV250_ses-v2
58,1,36,19,1,1,BV250_ses-v2
59,2,58.7,74,1,1,BV250_ses-v2
60,1,33,28,1,1,BV250_ses-v2
61,1,38,20,2,2,BV250_ses-v2
62,2,67,57,2,2,BV250_ses-v2
63,1,31,16,2,2,BV250_ses-v2
64,2,45,65,2,2,BV250_ses-v2
65,1,32,24,2,2,BV250_ses-v2
66,2,69,67,2,2,BV250_ses-v2
67,1,30,15,0,0,BV250_ses-v2
68,2,56.76,69,0,0,BV250_ses-v2
69,1,30,13,0,0,BV250_ses-v2
70,1,29,16,0,0,BV250_ses-v2
71,2,68,53,0,0,BV250_ses-v2
72,2,60.76,73,0,0,BV250_ses-v2
73,1,32,28,1,2,BV250_ses-v2
74,1,35,29,1,2,BV250_ses-v2
75,2,74,70,1,2,BV250_ses-v2
76,2,72,59,1,2,BV250_ses-v2
77,2,72,63,1,2,BV250_ses-v2
78,1,36,14,1,2,BV250_ses-v2
79,1,36,15,1,1,BV250_ses-v2
80,1,30,27,1,1,BV250_ses-v2
81,1,35,19,1,1,BV250_ses-v2
82,2,71,52,1,1,BV250_ses-v2
83,2,60.76,73,1,1,BV250_ses-v2
84,2,72,57,1,1,BV250_ses-v2
85,1,35,14,2,1,BV250_ses-v2
86,1,32,16,2,1,BV250_ses-v2
87,2,72,60,2,1,BV250_ses-v2
88,2,58.7,74,2,1,BV250_ses-v2
89,2,73,63,2,1,BV250_ses-v2
90,1,34,29,2,1,BV250_ses-v2
91,1,35,17,2,1,BV250_ses-v2
92,1,34,12,2,1,BV250_ses-v2
93,2,72,56,2,1,BV250_ses-v2
94,2,73,61,2,1,BV250_ses-v2
95,2,70,65,2,1,BV250_ses-v2
96,1,38,22,2,1,BV250_ses-v2
97,2,59.76,72,0,0,BV250_ses-v2
98,1,39,6,0,0,BV250_ses-v2
99,1,36,16,0,0,BV250_ses-v2
100,2,45,61,0,0,BV250_ses-v2
101,1,37,26,0,0,BV250_ses-v2
102,2,72,64,0,0,BV250_ses-v2
103,2,71,64,2,2,BV250_ses-v2
104,2,62.82,72,2,2,BV250_ses-v2
105,1,41,26,2,2,BV250_ses-v2
106,1,34,19,2,2,BV250_ses-v2
107,2,73,65,2,2,BV250_ses-v2
108,1,73,7,2,2,BV250_ses-v2
109,1,36,16,1,2,BV250_ses-v2
110,2,74,70,1,2,BV250_ses-v2
111,1,33,22,1,2,BV250_ses-v2
112,2,72,60,1,2,BV250_ses-v2
113,1,34,20,1,2,BV250_ses-v2
114,2,64.88,71,1,2,BV250_ses-v2
115,2,69,64,1,1,BV250_ses-v2
116,1,36,28,1,1,BV250_ses-v2
117,1,34,26,1,1,BV250_ses-v2
118,1,35,27,1,1,BV250_ses-v2
119,2,71,60,1,1,BV250_ses-v2
120,2,74,63,1,1,BV250_ses-v2
1,2,57,53,2,2,BV520_ses-v1
2,2,69,57,2,2,BV520_ses-v1
3,2,44.52,69,2,2,BV520_ses-v1
4,1,73,9,2,2,BV520_ses-v1
5,1,53,17,2,2,BV520_ses-v1
6,1,51,10,2,2,BV520_ses-v1
7,1,48,14,2,1,BV520_ses-v1
8,2,45.64,64,2,1,BV520_ses-v1
9,2,71,62,2,1,BV520_ses-v1
10,2,59,54,2,1,BV520_ses-v1
11,1,59,14,2,1,BV520_ses-v1
12,1,52,13,2,1,BV520_ses-v1
13,2,64,46,1,2,BV520_ses-v1
14,2,47.64,66,1,2,BV520_ses-v1
15,2,72,59,1,2,BV520_ses-v1
16,1,60,22,1,2,BV520_ses-v1
17,1,67,16,1,2,BV520_ses-v1
18,1,61,23,1,2,BV520_ses-v1
19,2,42.7,58,0,0,BV520_ses-v1
20,1,56,18,0,0,BV520_ses-v1
21,2,44.52,69,0,0,BV520_ses-v1
22,1,47,14,0,0,BV520_ses-v1
23,2,65,60,0,0,BV520_ses-v1
24,1,44,15,0,0,BV520_ses-v1
25,1,53,29,1,1,BV520_ses-v1
26,1,51,14,1,1,BV520_ses-v1
27,1,43,22,1,1,BV520_ses-v1
28,2,63,48,1,1,BV520_ses-v1
29,2,61,58,1,1,BV520_ses-v1
30,2,70,58,1,1,BV520_ses-v1
31,1,63,8,1,1,BV520_ses-v1
32,1,52,20,1,1,BV520_ses-v1
33,2,51.64,70,1,1,BV520_ses-v1
34,1,54,22,1,1,BV520_ses-v1
35,2,72,66,1,1,BV520_ses-v1
36,2,72,64,1,1,BV520_ses-v1
37,2,75,55,1,2,BV520_ses-v1
38,1,71,14,1,2,BV520_ses-v1
39,2,72,59,1,2,BV520_ses-v1
40,1,61,13,1,2,BV520_ses-v1
41,1,64,16,1,2,BV520_ses-v1
42,2,73,51,1,2,BV520_ses-v1
43,2,69,53,2,1,BV520_ses-v1
44,2,72,56,2,1,BV520_ses-v1
45,1,66,10,2,1,BV520_ses-v1
46,2,70,65,2,1,BV520_ses-v1
47,1,65,18,2,1,BV520_ses-v1
48,1,57,9,2,1,BV520_ses-v1
49,1,51,5,2,2,BV520_ses-v1
50,2,67,47,2,2,BV520_ses-v1
51,1,58,20,2,2,BV520_ses-v1
52,2,69,60,2,2,BV520_ses-v1
53,1,59,17,2,2,BV520_ses-v1
54,2,71,46,2,2,BV520_ses-v1
55,1,31,14,0,0,BV520_ses-v1
56,1,49,17,0,0,BV520_ses-v1
57,2,57,51,0,0,BV520_ses-v1
58,1,51,27,0,0,BV520_ses-v1
59,2,63,60,0,0,BV520_ses-v1
60,2,71,51,0,0,BV520_ses-v1
61,1,67,5,2,1,BV520_ses-v1
62,1,47,21,2,1,BV520_ses-v1
63,2,70,54,2,1,BV520_ses-v1
64,2,67,56,2,1,BV520_ses-v1
65,2,70,65,2,1,BV520_ses-v1
66,1,67,23,2,1,BV520_ses-v1
67,1,54,16,1,1,BV520_ses-v1
68,2,70,62,1,1,BV520_ses-v1
69,1,61,16,1,1,BV520_ses-v1
70,1,55,14,1,1,BV520_ses-v1
71,2,70,61,1,1,BV520_ses-v1
72,2,74,64,1,1,BV520_ses-v1
73,2,37.7,53,0,0,BV520_ses-v1
74,1,33,30,0,0,BV520_ses-v1
75,1,60,22,0,0,BV520_ses-v1
76,2,68,59,0,0,BV520_ses-v1
77,2,67,54,0,0,BV520_ses-v1
78,1,53,16,0,0,BV520_ses-v1
79,1,60,11,2,2,BV520_ses-v1
80,2,65,59,2,2,BV520_ses-v1
81,2,60.82,70,2,2,BV520_ses-v1
82,1,63,19,2,2,BV520_ses-v1
83,1,56,12,2,2,BV520_ses-v1
84,2,73,56,2,2,BV520_ses-v1
85,1,59,25,1,2,BV520_ses-v1
86,2,73,66,1,2,BV520_ses-v1
87,1,64,14,1,2,BV520_ses-v1
88,2,69,41,1,2,BV520_ses-v1
89,1,60,13,1,2,BV520_ses-v1
90,2,69,66,1,2,BV520_ses-v1
91,2,68,58,2,1,BV520_ses-v1
92,1,55,6,2,1,BV520_ses-v1
93,1,53,7,2,1,BV520_ses-v1
94,2,66,62,2,1,BV520_ses-v1
95,2,72,62,2,1,BV520_ses-v1
96,1,58,26,2,1,BV520_ses-v1
97,1,58,6,1,1,BV520_ses-v1
98,2,69,53,1,1,BV520_ses-v1
99,1,68,17,1,1,BV520_ses-v1
100,2,67,53,1,1,BV520_ses-v1
101,2,65,60,1,1,BV520_ses-v1
102,1,56,18,1,1,BV520_ses-v1
103,1,38,17,0,0,BV520_ses-v1
104,1,40,13,0,0,BV520_ses-v1
105,2,47.58,69,0,0,BV520_ses-v1
106,2,66,58,0,0,BV520_ses-v1
107,1,56,12,0,0,BV520_ses-v1
108,2,66,63,0,0,BV520_ses-v1
109,2,71,58,1,2,BV520_ses-v1
110,1,59,19,1,2,BV520_ses-v1
111,2,67,53,1,2,BV520_ses-v1
112,2,70,53,1,2,BV520_ses-v1
113,1,50,12,1,2,BV520_ses-v1
114,1,44,26,1,2,BV520_ses-v1
115,2,74,62,2,2,BV520_ses-v1
116,2,73,60,2,2,BV520_ses-v1
117,1,47,18,2,2,BV520_ses-v1
118,1,37,6,2,2,BV520_ses-v1
119,2,73,68,2,2,BV520_ses-v1
120,1,56,13,2,2,BV520_ses-v1
1,2,46.76,59,1,2,BV520_ses-v2
2,1,60,31,1,2,BV520_ses-v2
3,1,52,17,1,2,BV520_ses-v2
4,2,67,50,1,2,BV520_ses-v2
5,2,57.7,73,1,2,BV520_ses-v2
6,1,53,22,1,2,BV520_ses-v2
7,2,55.64,74,0,0,BV520_ses-v2
8,1,55,13,0,0,BV520_ses-v2
9,1,70,26,0,0,BV520_ses-v2
10,2,49.64,68,0,0,BV520_ses-v2
11,2,67,63,0,0,BV520_ses-v2
12,1,32,25,0,0,BV520_ses-v2
13,1,50,11,2,2,BV520_ses-v2
14,2,61.88,68,2,2,BV520_ses-v2
15,2,76,74,2,2,BV520_ses-v2
16,2,77,67,2,2,BV520_ses-v2
17,1,42,21,2,2,BV520_ses-v2
18,1,47,10,2,2,BV520_ses-v2
19,1,30,22,2,1,BV520_ses-v2
20,2,61.76,74,2,1,BV520_ses-v2
21,1,50,25,2,1,BV520_ses-v2
22,2,58.7,74,2,1,BV520_ses-v2
23,2,75,72,2,1,BV520_ses-v2
24,1,38,12,2,1,BV520_ses-v2
25,2,66,64,1,1,BV520_ses-v2
26,2,77,70,1,1,BV520_ses-v2
27,1,41,19,1,1,BV520_ses-v2
28,1,38,18,1,1,BV520_ses-v2
29,2,57.7,73,1,1,BV520_ses-v2
30,1,34,18,1,1,BV520_ses-v2
31,1,32,21,2,1,BV520_ses-v2
32,2,69,60,2,1,BV520_ses-v2
33,1,42,14,2,1,BV520_ses-v2
34,1,34,31,2,1,BV520_ses-v2
35,2,53.76,66,2,1,BV520_ses-v2
36,2,74,70,2,1,BV520_ses-v2
37,1,33,27,1,2,BV520_ses-v2
38,2,75,67,1,2,BV520_ses-v2
39,1,62,18,1,2,BV520_ses-v2
40,2,74,57,1,2,BV520_ses-v2
41,2,72,65,1,2,BV520_ses-v2
42,1,51,22,1,2,BV520_ses-v2
43,1,34,22,0,0,BV520_ses-v2
44,1,37,23,0,0,BV520_ses-v2
45,2,73,62,0,0,BV520_ses-v2
46,1,31,23,0,0,BV520_ses-v2
47,2,55.76,68,0,0,BV520_ses-v2
48,2,70,55,0,0,BV520_ses-v2
49,2,70,62,2,2,BV520_ses-v2
50,1,48,18,2,2,BV520_ses-v2
51,2,70,64,2,2,BV520_ses-v2
52,2,73,70,2,2,BV520_ses-v2
53,1,35,27,2,2,BV520_ses-v2
54,1,35,13,2,2,BV520_ses-v2
55,1,34,20,1,1,BV520_ses-v2
56,1,35,25,1,1,BV520_ses-v2
57,1,35,22,1,1,BV520_ses-v2
58,2,70,57,1,1,BV520_ses-v2
59,2,40.52,65,1,1,BV520_ses-v2
60,2,67,53,1,1,BV520_ses-v2
61,2,40.64,59,0,0,BV520_ses-v2
62,1,61,16,0,0,BV520_ses-v2
63,2,69,65,0,0,BV520_ses-v2
64,2,74,67,0,0,BV520_ses-v2
65,1,41,9,0,0,BV520_ses-v2
66,1,45,14,0,0,BV520_ses-v2
67,1,52,22,1,1,BV520_ses-v2
68,2,67,66,1,1,BV520_ses-v2
69,1,72,26,1,1,BV520_ses-v2
70,2,70,68,1,1,BV520_ses-v2
71,2,73,63,1,1,BV520_ses-v2
72,1,34,21,1,1,BV520_ses-v2
73,1,44,5,2,2,BV520_ses-v2
74,1,21.7,37,2,2,BV520_ses-v2
75,2,56.7,72,2,2,BV520_ses-v2
76,1,49,20,2,2,BV520_ses-v2
77,2,57.7,73,2,2,BV520_ses-v2
78,2,74,57,2,2,BV520_ses-v2
79,2,73,61,2,1,BV520_ses-v2
80,1,50,23,2,1,BV520_ses-v2
81,2,58.7,74,2,1,BV520_ses-v2
82,1,42,21,2,1,BV520_ses-v2
83,2,74,60,2,1,BV520_ses-v2
84,1,50,25,2,1,BV520_ses-v2
85,2,74,69,1,2,BV520_ses-v2
86,2,75,70,1,2,BV520_ses-v2
87,1,45,25,1,2,BV520_ses-v2
88,1,40,20,1,2,BV520_ses-v2
89,2,61.76,74,1,2,BV520_ses-v2
90,1,43,21,1,2,BV520_ses-v2
91,1,39,19,1,2,BV520_ses-v2
92,2,69,55,1,2,BV520_ses-v2
93,1,37,23,1,2,BV520_ses-v2
94,1,50,13,1,2,BV520_ses-v2
95,2,69,66,1,2,BV520_ses-v2
96,2,74,64,1,2,BV520_ses-v2
97,2,70,62,2,1,BV520_ses-v2
98,1,69,25,2,1,BV520_ses-v2
99,2,71,57,2,1,BV520_ses-v2
100,1,31,13,2,1,BV520_ses-v2
101,1,36,16,2,1,BV520_ses-v2
102,2,72,64,2,1,BV520_ses-v2
103,2,55.7,71,0,0,BV520_ses-v2
104,1,42,18,0,0,BV520_ses-v2
105,1,40,16,0,0,BV520_ses-v2
106,2,56.76,69,0,0,BV520_ses-v2
107,1,42,20,0,0,BV520_ses-v2
108,2,69,67,0,0,BV520_ses-v2
109,2,73,71,1,1,BV520_ses-v2
110,1,36,32,1,1,BV520_ses-v2
111,2,74,60,1,1,BV520_ses-v2
112,2,55.7,71,1,1,BV520_ses-v2
113,1,34,16,1,1,BV520_ses-v2
114,1,40,28,1,1,BV520_ses-v2
115,1,37,17,2,2,BV520_ses-v2
116,2,75,66,2,2,BV520_ses-v2
117,1,37,5,2,2,BV520_ses-v2
118,2,73,73,2,2,BV520_ses-v2
119,2,75,67,2,2,BV520_ses-v2
120,1,40,16,2,2,BV520_ses-v2
1,1,55,18,0,0,BV679_ses-v1
2,1,38,18,0,0,BV679_ses-v1
3,2,44.58,66,0,0,BV679_ses-v1
4,1,37,18,0,0,BV679_ses-v1
5,2,55.64,74,0,0,BV679_ses-v1
6,2,60.76,73,0,0,BV679_ses-v1
7,2,74,68,2,1,BV679_ses-v1
8,2,73,60,2,1,BV679_ses-v1
9,1,39,29,2,1,BV679_ses-v1
10,1,38,29,2,1,BV679_ses-v1
11,2,71,68,2,1,BV679_ses-v1
12,1,39,11,2,1,BV679_ses-v1
13,1,33,25,1,1,BV679_ses-v1
14,2,50.7,66,1,1,BV679_ses-v1
15,2,71,64,1,1,BV679_ses-v1
16,1,39,26,1,1,BV679_ses-v1
17,1,27,17,1,1,BV679_ses-v1
18,2,51.82,61,1,1,BV679_ses-v1
19,1,29,22,1,2,BV679_ses-v1
20,2,48.64,67,1,2,BV679_ses-v1
21,1,32,23,1,2,BV679_ses-v1
22,2,59.76,72,1,2,BV679_ses-v1
23,2,75,67,1,2,BV679_ses-v1
24,1,41,20,1,2,BV679_ses-v1
